	CRAFTING_GOLD	PART1_QUANTITY	PART1_TYPE	PART2_QUANTITY	PART2_TYPE	PART3_QUANTITY	PART3_TYPE	PART4_QUANTITY	PART4_TYPE
STAY_BOARD	96,000	1	TAROT_DECK_OF_HYPERBOLE	1	MYSTICAL_ELVEN_JUNK	1	AXE_OF_GRATUITOUS_GUITAR_SOLOS	1	EXTREME_FAD_DIET
REEL_BOOM_BOX	50,000	50	SHARD_REEL_BOOM_BOX						
REEL_UPHOLSTERED_THRONE	50,000	50	SHARD_REEL_UPHOLSTERED_THRONE						
REEL_SHOES_OF_THE_MAD_GOD	50,000	50	SHARD_REEL_SHOES_OF_THE_MAD_GOD						
EYE_ON_THE_PRIZE	153,000	1	REEL_EYE_ON_THE_PRIZE	1	VOLATILE_SMOOTHIE	1	MACGUFFIN_FRAGMENT_45		
BRAIN_GUARD_9000	153,000	1	REEL_BRAIN_GUARD_9000	1	LITTLE_PRICKS	1	THE_HOLY_PAIL		
BEARLY_THERE_BOOTS	153,000	1	REEL_BEARLY_THERE_BOOTS	1	FOUR_D_GLASSES	1	ANCIENT_TOME_OF_OCCULT_NONSENSE		
TIME_KILLER	55,000	50	SHARD_TIME_KILLER						
DOUBLE_BLADED_SWORD	55,000	50	SHARD_DOUBLE_BLADED_SWORD						
SOUL_PUPPET	55,000	50	SHARD_SOUL_PUPPET						
HEARTY_CHEST	55,000	50	SHARD_HEARTY_CHEST						
MIND_MAP	104,000	1	HAMMER_TIME	1	ORNATE_CROWN_OF_THE_GM	1	UNTESTED_JETPACK	1	ANTI_MAGIC_SHIELD
TIME_SAVER	104,000	1	SICK_MULLET	1	TAROT_DECK_OF_HYPERBOLE	1	SWEATBAND_OF_TRAINING_MONTAGES	1	SELF_PRESERVER
CANNON_CANOE	104,000	1	ORBITAL_KITTY	1	DIRTY_BASTARD_SWORD	1	ROLL_OF_DUCT_TAPE	1	PHOTO_BOMB
NEW_KNIGHT_IN_TOWN	104,000	1	GLORY_SEEKER	1	UNICORN_PUKE	1	LENSLESS_GLASSES	1	WAR_SANDALS
REEL_EYE_ON_THE_PRIZE	55,000	50	SHARD_REEL_EYE_ON_THE_PRIZE						
REEL_BRAIN_GUARD_9000	55,000	50	SHARD_REEL_BRAIN_GUARD_9000						
REEL_BEARLY_THERE_BOOTS	55,000	50	SHARD_REEL_BEARLY_THERE_BOOTS						
FLOPPIN_FLIP_FLOPS	164,000	1	REEL_FLOPPIN_FLIP_FLOPS	1	LIGHTNING_GREASE	1	VOLATILE_SMOOTHIE		
HEART_HEALTH_CANDY	164,000	1	REEL_HEART_HEALTH_CANDY	1	PHAT_PANTS	1	FOUR_D_GLASSES		
CLOAK_OF_THE_OWL	164,000	1	REEL_CLOAK_OF_THE_OWL	1	LOST_CONCEPT_ART	1	RING_OF_ILL_WILL		
CREATINE_CACTUS	60,000	50	SHARD_CREATINE_CACTUS						
MUNDANE_MUSHROOMS	60,000	50	SHARD_MUNDANE_MUSHROOMS						
THE_HUSTLE	60,000	50	SHARD_THE_HUSTLE						
GROUND_GEARS	60,000	50	SHARD_GROUND_GEARS						
ENGAGEMENT_KNUCKLES	112,000	1	UPHOLSTERED_THRONE	1	HOLY_LANCE_OF_PLOT_ADVANCEMENT	1	COSPLAY_SWORD	1	BOWIE_KNIFE
GREAT_HORNED_HORN	112,000	1	BOOM_BOX	1	EYE_OF_THE_BEHOLDER	1	MACGUFFIN_FRAGMENT_45	1	HELM_OF_THE_RAGING_BEAR
FRIENDZONITE	112,000	1	SICK_MULLET	1	GLORY_SEEKER	1	THE_HOLY_PAIL	1	HEALTHY_DOSE_OF_SKEPTICISM
DODGY_JEWELRY	112,000	1	SHOES_OF_THE_MAD_GOD	1	ORNATE_CROWN_OF_THE_GM	1	ANCIENT_TOME_OF_OCCULT_NONSENSE	1	AXE_OF_GRATUITOUS_GUITAR_SOLOS
REEL_FLOPPIN_FLIP_FLOPS	60,000	50	SHARD_REEL_FLOPPIN_FLIP_FLOPS						
REEL_HEART_HEALTH_CANDY	60,000	50	SHARD_REEL_HEART_HEALTH_CANDY						
REEL_CLOAK_OF_THE_OWL	60,000	50	SHARD_REEL_CLOAK_OF_THE_OWL						
FLATTERING_MIRROR	175,000	1	REEL_FLATTERING_MIRROR	1	DOUBLE_BLADED_SWORD	1	LOST_CONCEPT_ART		
BLUNT_BLADE	175,000	1	REEL_BLUNT_BLADE	1	SOUL_PUPPET	1	HEAL_AID		
LOST_GREAVES	175,000	1	REEL_LOST_GREAVES	1	TIME_KILLER	1	LIGHTNING_GREASE		
GIANTS_GROG	65,000	50	SHARD_GIANTS_GROG						
AGED_DRAGON_MILK	65,000	50	SHARD_AGED_DRAGON_MILK						
POISONED_DAGGER	65,000	50	SHARD_POISONED_DAGGER						
RINGS_OF_A_FEATHER	65,000	50	SHARD_RINGS_OF_A_FEATHER						
ILLUSORY_HURDLE	120,000	1	BRAIN_GUARD_9000	1	SICK_MULLET	1	VOLATILE_SMOOTHIE	1	UNTESTED_JETPACK
AUTO_FLUTE	120,000	1	EYE_ON_THE_PRIZE	1	ORBITAL_KITTY	1	RING_OF_ILL_WILL	1	LENSLESS_GLASSES
CROWNING_ACHIEVEMENT	120,000	1	BOOM_BOX	1	HAMMER_TIME	1	LITTLE_PRICKS	1	ROLL_OF_DUCT_TAPE
BELL_OF_SILENCE	120,000	1	BEARLY_THERE_BOOTS	1	HOLY_LANCE_OF_PLOT_ADVANCEMENT	1	FOUR_D_GLASSES	1	HELM_OF_SCREAMING_MANFACE
REEL_FLATTERING_MIRROR	65,000	50	SHARD_REEL_FLATTERING_MIRROR						
REEL_BLUNT_BLADE	65,000	50	SHARD_REEL_BLUNT_BLADE						
REEL_LOST_GREAVES	65,000	50	SHARD_REEL_LOST_GREAVES						
ROCKET_CLOAK	200,000	1	REEL_ROCKET_CLOAK	1	LIGHTNING_GREASE	1	UNTESTED_JETPACK		
ANCIENT_CODE	200,000	1	REEL_ANCIENT_CODE	1	LOST_CONCEPT_ART	1	MUNDANE_MUSHROOMS		
BLACKSMITH_BREW	200,000	1	REEL_BLACKSMITH_BREW	1	GIANTS_GROG	1	GROUND_GEARS		
FEATHER_WEIGHT_PAULDRONS	200,000	1	REEL_FEATHER_WEIGHT_PAULDRONS	1	RINGS_OF_A_FEATHER	1	PHAT_PANTS		
TRIASSIC_TRINKET	180,000	1	REEL_TRIASSIC_TRINKET	1	AGED_DRAGON_MILK				
RUBY_FLIP_FLOPS	180,000	1	REEL_RUBY_FLIP_FLOPS	1	THE_HUSTLE				
PURIFICATION_ROBE	180,000	1	REEL_PURIFICATION_ROBE	1	THE_HOLY_PAIL				
DENSE_CAKE_OF_HATE	180,000	1	REEL_DENSE_CAKE_OF_HATE	1	CREATINE_CACTUS				
CRUDE_SNIPPERS	148,000	50	SHARD_CRUDE_SNIPPERS						
MAD_GODS_MUG	148,000	50	SHARD_MAD_GODS_MUG						
GOLDEN_SLINGSHOT	148,000	50	SHARD_GOLDEN_SLINGSHOT						
CAT_O_NINE_TAILS	148,000	50	SHARD_CAT_O_NINE_TAILS						
REEL_ROCKET_CLOAK	80,000	50	SHARD_REEL_ROCKET_CLOAK						
REEL_ANCIENT_CODE	80,000	50	SHARD_REEL_ANCIENT_CODE						
REEL_BLACKSMITH_BREW	80,000	50	SHARD_REEL_BLACKSMITH_BREW						
REEL_FEATHER_WEIGHT_PAULDRONS	80,000	50	SHARD_REEL_FEATHER_WEIGHT_PAULDRONS						
REEL_TRIASSIC_TRINKET	80,000	50	SHARD_REEL_TRIASSIC_TRINKET						
REEL_RUBY_FLIP_FLOPS	80,000	50	SHARD_REEL_RUBY_FLIP_FLOPS						
REEL_PURIFICATION_ROBE	80,000	50	SHARD_REEL_PURIFICATION_ROBE						
REEL_DENSE_CAKE_OF_HATE	80,000	50	SHARD_REEL_DENSE_CAKE_OF_HATE						
FEATHER_WEIGHT_FOIL	222,000	1	REEL_FEATHER_WEIGHT_FOIL	1	ROCKET_CLOAK	1	TRIASSIC_TRINKET		
TOME_OF_CURSED_HORTICULTURE	222,000	1	REEL_TOME_OF_CURSED_HORTICULTURE	1	ANCIENT_CODE	1	RUBY_FLIP_FLOPS		
ESCUTCHEON_OF_EYES	222,000	1	REEL_ESCUTCHEON_OF_EYES	1	BLACKSMITH_BREW	1	PURIFICATION_ROBE		
SOUL_FOR_POWER_VOLUME_45	222,000	1	REEL_SOUL_FOR_POWER_VOLUME_45	1	FEATHER_WEIGHT_PAULDRONS	1	DENSE_CAKE_OF_HATE		
OGRES_BATTERING_RAM	194,000	1	REEL_OGRES_BATTERING_RAM	1	CRUDE_SNIPPERS				
COG_NITIVE_MASK	194,000	1	REEL_COG_NITIVE_MASK	1	MAD_GODS_MUG				
BUNNY_BLADE	194,000	1	REEL_BUNNY_BLADE	1	GOLDEN_SLINGSHOT				
HEART_HAT	194,000	1	REEL_HEART_HAT	1	CAT_O_NINE_TAILS				
DRAGON_BLANKIE	159,000	50	SHARD_DRAGON_BLANKIE						
RING_OF_FIRE	159,000	50	SHARD_RING_OF_FIRE						
NAUGHTY_TAPESTRY	159,000	50	SHARD_NAUGHTY_TAPESTRY						
MANLY_FIRST_AID_KIT	159,000	50	SHARD_MANLY_FIRST_AID_KIT						
REEL_FEATHER_WEIGHT_FOIL	89,000	50	SHARD_REEL_FEATHER_WEIGHT_FOIL						
REEL_TOME_OF_CURSED_HORTICULTURE	89,000	50	SHARD_REEL_TOME_OF_CURSED_HORTICULTURE						
REEL_ESCUTCHEON_OF_EYES	89,000	50	SHARD_REEL_ESCUTCHEON_OF_EYES						
REEL_SOUL_FOR_POWER_VOLUME_45	89,000	50	SHARD_REEL_SOUL_FOR_POWER_VOLUME_45						
REEL_OGRES_BATTERING_RAM	89,000	50	SHARD_REEL_OGRES_BATTERING_RAM						
REEL_COG_NITIVE_MASK	89,000	50	SHARD_REEL_COG_NITIVE_MASK						
REEL_BUNNY_BLADE	89,000	50	SHARD_REEL_BUNNY_BLADE						
REEL_HEART_HAT	89,000	50	SHARD_REEL_HEART_HAT						
BRACELET_OF_LIGHTNING	244,000	1	REEL_BRACELET_OF_LIGHTNING	1	FEATHER_WEIGHT_FOIL	1	OGRES_BATTERING_RAM		
HELMET_OF_FORESIGHT	244,000	1	REEL_HELMET_OF_FORESIGHT	1	TOME_OF_CURSED_HORTICULTURE	1	COG_NITIVE_MASK		
DRAGONS_BLADE	244,000	1	REEL_DRAGONS_BLADE	1	ESCUTCHEON_OF_EYES	1	BUNNY_BLADE		
GREAVES_OF_PLEIAS	244,000	1	REEL_GREAVES_OF_PLEIAS	1	SOUL_FOR_POWER_VOLUME_45	1	HEART_HAT		
SWORD_OF_DESPAIR	208,000	1	REEL_SWORD_OF_DESPAIR	1	DRAGON_BLANKIE				
RING_OF_TEMPTATION	208,000	1	REEL_RING_OF_TEMPTATION	1	RING_OF_FIRE				
MAI_TAI_OF_IMMUNITY	208,000	1	REEL_MAI_TAI_OF_IMMUNITY	1	NAUGHTY_TAPESTRY				
WRAITH_BARRIER	208,000	1	REEL_WRAITH_BARRIER	1	MANLY_FIRST_AID_KIT				
GAUNTLET_OF_THRONE	170,000	50	SHARD_GAUNTLET_OF_THRONE						
BOOK_OF_IRMAC	170,000	50	SHARD_BOOK_OF_IRMAC						
PHOENIX_TALISMAN	170,000	50	SHARD_PHOENIX_TALISMAN						
LAZARUS_BEANS	170,000	50	SHARD_LAZARUS_BEANS						
REEL_BRACELET_OF_LIGHTNING	98,000	50	SHARD_REEL_BRACELET_OF_LIGHTNING						
REEL_HELMET_OF_FORESIGHT	98,000	50	SHARD_REEL_HELMET_OF_FORESIGHT						
REEL_DRAGONS_BLADE	98,000	50	SHARD_REEL_DRAGONS_BLADE						
REEL_GREAVES_OF_PLEIAS	98,000	50	SHARD_REEL_GREAVES_OF_PLEIAS						
REEL_SWORD_OF_DESPAIR	98,000	50	SHARD_REEL_SWORD_OF_DESPAIR						
REEL_RING_OF_TEMPTATION	98,000	50	SHARD_REEL_RING_OF_TEMPTATION						
REEL_MAI_TAI_OF_IMMUNITY	98,000	50	SHARD_REEL_MAI_TAI_OF_IMMUNITY						
REEL_WRAITH_BARRIER	98,000	50	SHARD_REEL_WRAITH_BARRIER						
STEAM_ENGINE	266,000	1	REEL_STEAM_ENGINE	1	BRACELET_OF_LIGHTNING	1	SWORD_OF_DESPAIR		
IRON_HELMET_OF_BIKING	266,000	1	REEL_IRON_HELMET_OF_BIKING	1	HELMET_OF_FORESIGHT	1	RING_OF_TEMPTATION		
ADVENTURERS_RIDES	266,000	1	REEL_ADVENTURERS_RIDES	1	DRAGONS_BLADE	1	MAI_TAI_OF_IMMUNITY		
DRAGON_LEATHER_TIGHTS	266,000	1	REEL_DRAGON_LEATHER_TIGHTS	1	GREAVES_OF_PLEIAS	1	WRAITH_BARRIER		
BONE_CRUSHING_PLIERS	222,000	1	REEL_BONE_CRUSHING_PLIERS	1	GAUNTLET_OF_THRONE				
MYSTERIOUS_EGG	222,000	1	REEL_MYSTERIOUS_EGG	1	BOOK_OF_IRMAC				
MAGICAL_PEST_MAST	222,000	1	REEL_MAGICAL_PEST_MAST	1	PHOENIX_TALISMAN				
THE_SHIELD_STOPS_YOU	222,000	1	REEL_THE_SHIELD_STOPS_YOU	1	LAZARUS_BEANS				
DOUBLE_AXE	181,000	50	SHARD_DOUBLE_AXE						
DEVILS_POT	181,000	50	SHARD_DEVILS_POT						
DRAGONS_POCKET_WATCH	181,000	50	SHARD_DRAGONS_POCKET_WATCH						
FAMILIAR_ENERGY_TANK	181,000	50	SHARD_FAMILIAR_ENERGY_TANK						
REEL_STEAM_ENGINE	107,000	50	SHARD_REEL_STEAM_ENGINE						
REEL_IRON_HELMET_OF_BIKING	107,000	50	SHARD_REEL_IRON_HELMET_OF_BIKING						
REEL_ADVENTURERS_RIDES	107,000	50	SHARD_REEL_ADVENTURERS_RIDES						
REEL_DRAGON_LEATHER_TIGHTS	107,000	50	SHARD_REEL_DRAGON_LEATHER_TIGHTS						
REEL_BONE_CRUSHING_PLIERS	107,000	50	SHARD_REEL_BONE_CRUSHING_PLIERS						
REEL_MYSTERIOUS_EGG	107,000	50	SHARD_REEL_MYSTERIOUS_EGG						
REEL_MAGICAL_PEST_MAST	107,000	50	SHARD_REEL_MAGICAL_PEST_MAST						
REEL_THE_SHIELD_STOPS_YOU	107,000	50	SHARD_REEL_THE_SHIELD_STOPS_YOU						
DRAGON_SAND_BOOTS	116,000	1	REEL_DRAGON_SAND_BOOTS	1	BRACELET_OF_LIGHTNING	1	DOUBLE_AXE		
PYRAMID_POWER	116,000	1	REEL_PYRAMID_POWER	1	HELMET_OF_FORESIGHT	1	DEVILS_POT		
NAVIGATION_TO_THE_PAST	116,000	1	REEL_NAVIGATION_TO_THE_PAST	1	DRAGONS_BLADE	1	DRAGONS_POCKET_WATCH		
BALANCE_OF_LIFE	116,000	1	REEL_BALANCE_OF_LIFE	1	GREAVES_OF_PLEIAS	1	FAMILIAR_ENERGY_TANK		
MIRACLE_FURNACE_OF_BLACKSMITH	116,000	1	REEL_MIRACLE_FURNACE_OF_BLACKSMITH	1	BLACKSMITH_BREW	1	FEATHER_WEIGHT_PAULDRONS		
GOOD_SLEEPING_BED	116,000	1	REEL_GOOD_SLEEPING_BED	1	PRICKLING_WHIP	1	SWORD_OF_DESPAIR		
SUNBLOCK_GOGGLES	116,000	1	REEL_SUNBLOCK_GOGGLES	1	WILDYS_HAT	1	RING_OF_TEMPTATION		
SAND_STORM	116,000	1	REEL_SAND_STORM	1	IRON_CLAWS	1	MAI_TAI_OF_IMMUNITY		
MASK_OF_THE_ANCIENT_KING	116,000	1	REEL_MASK_OF_THE_ANCIENT_KING	1	MAGICAL_WATER_BOTTLE	1	WRAITH_BARRIER		
MAGICAL_CREAM	116,000	1	REEL_MAGICAL_CREAM	1	BONE_CRUSHING_PLIERS	1	MAGICAL_PEST_MAST		
DANCERS_BRA	116,000	1	REEL_DANCERS_BRA	1	MYSTERIOUS_EGG	1	THE_SHIELD_STOPS_YOU		
PRICKLING_WHIP	116,000	100	SHARD_PRICKLING_WHIP						
WILDYS_HAT	116,000	100	SHARD_WILDYS_HAT						
IRON_CLAWS	116,000	100	SHARD_IRON_CLAWS						
MAGICAL_WATER_BOTTLE	116,000	100	SHARD_MAGICAL_WATER_BOTTLE						
REEL_DRAGON_SAND_BOOTS	116,000	100	SHARD_REEL_DRAGON_SAND_BOOTS						
REEL_PYRAMID_POWER	116,000	100	SHARD_REEL_PYRAMID_POWER						
REEL_NAVIGATION_TO_THE_PAST	116,000	100	SHARD_REEL_NAVIGATION_TO_THE_PAST						
REEL_BALANCE_OF_LIFE	116,000	100	SHARD_REEL_BALANCE_OF_LIFE						
REEL_MIRACLE_FURNACE_OF_BLACKSMITH	116,000	100	SHARD_REEL_MIRACLE_FURNACE_OF_BLACKSMITH						
REEL_GOOD_SLEEPING_BED	116,000	100	SHARD_REEL_GOOD_SLEEPING_BED						
REEL_SUNBLOCK_GOGGLES	116,000	100	SHARD_REEL_SUNBLOCK_GOGGLES						
REEL_SAND_STORM	116,000	100	SHARD_REEL_SAND_STORM						
REEL_MASK_OF_THE_ANCIENT_KING	116,000	100	SHARD_REEL_MASK_OF_THE_ANCIENT_KING						
REEL_MAGICAL_CREAM	116,000	100	SHARD_REEL_MAGICAL_CREAM						
REEL_DANCERS_BRA	116,000	100	SHARD_REEL_DANCERS_BRA						
SECRET_HAND_SCROLL	359,000	1	REEL_SECRET_HAND_SCROLL	1	FEATHER_WEIGHT_FOIL	1	GAUNTLET_OF_THRONE		
FEATHER_OF_PHOENIX	359,000	1	REEL_FEATHER_OF_PHOENIX	1	TOME_OF_CURSED_HORTICULTURE	1	BOOK_OF_IRMAC		
GOLD_RUSH	359,000	1	REEL_GOLD_RUSH	1	ROCKET_CLOAK	1	ANCIENT_CODE		
SAMURAI_SWORD	359,000	1	REEL_SAMURAI_SWORD	1	SOUL_FOR_POWER_VOLUME_45	1	LAZARUS_BEANS		
FINS_OF_SEA_DRAGON	359,000	1	REEL_FINS_OF_SEA_DRAGON	1	ESCUTCHEON_OF_EYES	1	PHOENIX_TALISMAN		
WARRIORS_HELMET	227,000	1	REEL_WARRIORS_HELMET	1	PRICKLING_WHIP	1	CAT_O_NINE_TAILS		
TIGER_UNDERWEAR	227,000	1	REEL_TIGER_UNDERWEAR	1	WILDYS_HAT	1	CRUDE_SNIPPERS		
HERMITS_PILLS	227,000	1	REEL_HERMITS_PILLS	1	IRON_CLAWS	1	MAD_GODS_MUG		
MAGATAMA	227,000	1	REEL_MAGATAMA	1	MAGICAL_WATER_BOTTLE	1	GOLDEN_SLINGSHOT		
GOURD	227,000	1	REEL_GOURD	1	OGRES_BATTERING_RAM	1	RING_OF_FIRE		
TIGER_SALVE	227,000	1	REEL_TIGER_SALVE	1	COG_NITIVE_MASK	1	NAUGHTY_TAPESTRY		
EXOTIC_FAN	227,000	1	REEL_EXOTIC_FAN	1	BUNNY_BLADE	1	MANLY_FIRST_AID_KIT		
REEL_SECRET_HAND_SCROLL	118,000	100	SHARD_REEL_SECRET_HAND_SCROLL						
REEL_FEATHER_OF_PHOENIX	118,000	100	SHARD_REEL_FEATHER_OF_PHOENIX						
REEL_GOLD_RUSH	118,000	100	SHARD_REEL_GOLD_RUSH						
REEL_SAMURAI_SWORD	118,000	100	SHARD_REEL_SAMURAI_SWORD						
REEL_FINS_OF_SEA_DRAGON	118,000	100	SHARD_REEL_FINS_OF_SEA_DRAGON						
REEL_WARRIORS_HELMET	118,000	100	SHARD_REEL_WARRIORS_HELMET						
REEL_TIGER_UNDERWEAR	118,000	100	SHARD_REEL_TIGER_UNDERWEAR						
REEL_HERMITS_PILLS	118,000	100	SHARD_REEL_HERMITS_PILLS						
REEL_MAGATAMA	118,000	100	SHARD_REEL_MAGATAMA						
REEL_GOURD	118,000	100	SHARD_REEL_GOURD						
REEL_TIGER_SALVE	118,000	100	SHARD_REEL_TIGER_SALVE						
REEL_EXOTIC_FAN	118,000	100	SHARD_REEL_EXOTIC_FAN						
DEDICATED_MEDUSA	999999	1	REEL_DEDICATED_MEDUSA	1	FINS_OF_SEA_DRAGON	1	GOURD	1	IRON_CLAWS
DEDICATED_GENIE	999999	1	REEL_DEDICATED_GENIE	1	WARRIORS_HELMET	1	TIGER_SALVE	1	MAGICAL_WATER_BOTTLE
DEDICATED_DRAGON_LADY	999999	1	REEL_DEDICATED_DRAGON_LADY	1	TIGER_UNDERWEAR	1	EXOTIC_FAN	1	PRICKLING_WHIP
DEDICATED_SATYR	999999	1	REEL_DEDICATED_SATYR	1	HERMITS_PILLS	1	MAGATAMA	1	WILDYS_HAT
DEDICATED_CENTAUR_OF_ATTENTION	999999	1	REEL_DEDICATED_CENTAUR_OF_ATTENTION	1	WARRIORS_HELMET	1	EXOTIC_FAN	1	IRON_CLAWS
REEL_DEDICATED_MEDUSA	234000	90	SHARD_REEL_DEDICATED_MEDUSA						
REEL_DEDICATED_GENIE	234000	90	SHARD_REEL_DEDICATED_GENIE						
REEL_DEDICATED_DRAGON_LADY	234000	90	SHARD_REEL_DEDICATED_DRAGON_LADY						
REEL_DEDICATED_SATYR	234000	90	SHARD_REEL_DEDICATED_SATYR						
REEL_DEDICATED_CENTAUR_OF_ATTENTION	234000	90	SHARD_REEL_DEDICATED_CENTAUR_OF_ATTENTION						
END_CENTURY_FLAME_RADIATOR	364,000	1	REEL_END_CENTURY_FLAME_RADIATOR	1	BRACELET_OF_LIGHTNING	1	DOUBLE_AXE		
PIECE_OF_ACOLYTE_STATUE	364,000	1	REEL_PIECE_OF_ACOLYTE_STATUE	1	HELMET_OF_FORESIGHT	1	DEVILS_POT		
THE_SPEAR_BRINGS_VICTORY	364,000	1	REEL_THE_SPEAR_BRINGS_VICTORY	1	DRAGONS_BLADE	1	DRAGONS_POCKET_WATCH		
DROP_OF_MOONLIGHT	364,000	1	REEL_DROP_OF_MOONLIGHT	1	GREAVES_OF_PLEIAS	1	FAMILIAR_ENERGY_TANK		
DRAGON_SCALE_GROVE	364,000	1	REEL_DRAGON_SCALE_GROVE	1	BLACKSMITH_BREW	1	FEATHER_WEIGHT_PAULDRONS		
EXPLOSIVE_CANNON	231,000	1	REEL_EXPLOSIVE_CANNON	1	SWORD_OF_DESPAIR	1	CREATINE_CACTUS		
CLOUDY_MONOCULAR_TELESCOPE	231,000	1	REEL_CLOUDY_MONOCULAR_TELESCOPE	1	RING_OF_TEMPTATION	1	MUNDANE_MUSHROOMS		
BANANA_PEEL_MOUNTAIN	231,000	1	REEL_BANANA_PEEL_MOUNTAIN	1	MAI_TAI_OF_IMMUNITY	1	GROUND_GEARS		
DRACONIAN_DISH	231,000	1	REEL_DRACONIAN_DISH	1	WRAITH_BARRIER	1	GAUNTLET_OF_THRONE		
PORTABLE_NUTRITIOUS_DIET	231,000	1	REEL_PORTABLE_NUTRITIOUS_DIET	1	RUBY_FLIP_FLOPS	1	BOOK_OF_IRMAC		
ANCIENT_COIN	231,000	1	REEL_ANCIENT_COIN	1	PURIFICATION_ROBE	1	PHOENIX_TALISMAN		
FAMILY_TREE_OF_UMLAUT	231,000	1	REEL_FAMILY_TREE_OF_UMLAUT	1	DENSE_CAKE_OF_HATE	1	LAZARUS_BEANS		
REEL_END_CENTURY_FLAME_RADIATOR	122,000	100	SHARD_REEL_END_CENTURY_FLAME_RADIATOR						
REEL_PIECE_OF_ACOLYTE_STATUE	122,000	100	SHARD_REEL_PIECE_OF_ACOLYTE_STATUE						
REEL_THE_SPEAR_BRINGS_VICTORY	122,000	100	SHARD_REEL_THE_SPEAR_BRINGS_VICTORY						
REEL_DROP_OF_MOONLIGHT	122,000	100	SHARD_REEL_DROP_OF_MOONLIGHT						
REEL_DRAGON_SCALE_GROVE	122,000	100	SHARD_REEL_DRAGON_SCALE_GROVE						
REEL_EXPLOSIVE_CANNON	122,000	100	SHARD_REEL_EXPLOSIVE_CANNON						
REEL_CLOUDY_MONOCULAR_TELESCOPE	122,000	100	SHARD_REEL_CLOUDY_MONOCULAR_TELESCOPE						
REEL_BANANA_PEEL_MOUNTAIN	122,000	100	SHARD_REEL_BANANA_PEEL_MOUNTAIN						
REEL_DRACONIAN_DISH	122,000	100	SHARD_REEL_DRACONIAN_DISH						
REEL_PORTABLE_NUTRITIOUS_DIET	122,000	100	SHARD_REEL_PORTABLE_NUTRITIOUS_DIET						
REEL_ANCIENT_COIN	122,000	100	SHARD_REEL_ANCIENT_COIN						
REEL_FAMILY_TREE_OF_UMLAUT	122,000	100	SHARD_REEL_FAMILY_TREE_OF_UMLAUT						
DEDICATED_BROZERKER	999999	1	REEL_DEDICATED_BROZERKER	1	PORTABLE_NUTRITIOUS_DIET	1	BANANA_PEEL_MOUNTAIN	2	GIANTS_GROG
DEDICATED_COSMIC_ELF	999999	1	REEL_DEDICATED_COSMIC_ELF	1	ANCIENT_COIN	1	DRACONIAN_DISH	2	AGED_DRAGON_MILK
DEDICATED_ORC_MONK	999999	1	REEL_DEDICATED_ORC_MONK	1	FAMILY_TREE_OF_UMLAUT	1	PORTABLE_NUTRITIOUS_DIET	2	POISONED_DAGGER
DEDICATED_ROLLER_WARRIOR	999999	1	REEL_DEDICATED_ROLLER_WARRIOR	1	EXPLOSIVE_CANNON	1	ANCIENT_COIN	2	RINGS_OF_A_FEATHER
DEDICATED_SHADOW_ASSASSIN	999999	1	REEL_DEDICATED_SHADOW_ASSASSIN	1	CLOUDY_MONOCULAR_TELESCOPE	1	FAMILY_TREE_OF_UMLAUT	2	THE_HUSTLE
REEL_DEDICATED_BROZERKER	234000	90	SHARD_REEL_DEDICATED_BROZERKER						
REEL_DEDICATED_COSMIC_ELF	234000	90	SHARD_REEL_DEDICATED_COSMIC_ELF						
REEL_DEDICATED_ORC_MONK	234000	90	SHARD_REEL_DEDICATED_ORC_MONK						
REEL_DEDICATED_ROLLER_WARRIOR	234000	90	SHARD_REEL_DEDICATED_ROLLER_WARRIOR						
REEL_DEDICATED_SHADOW_ASSASSIN	234000	90	SHARD_REEL_DEDICATED_SHADOW_ASSASSIN						
DEDICATED_DEEP_DRAGON	999999	1	REEL_DEDICATED_DEEP_DRAGON	1	SUNBLOCK_GOGGLES	2	FLOPPIN_FLIP_FLOPS		
DEDICATED_DEMON_TOTEM	999999	1	REEL_DEDICATED_DEMON_TOTEM	1	SAND_STORM	2	HEART_HEALTH_CANDY		
DEDICATED_NINJA_DWARF	999999	1	REEL_DEDICATED_NINJA_DWARF	1	GOOD_SLEEPING_BED	2	CLOAK_OF_THE_OWL		
DEDICATED_SNAP_DRAGON	999999	1	REEL_DEDICATED_SNAP_DRAGON	1	MAGICAL_CREAM	2	FLATTERING_MIRROR		
DEDICATED_UNSTABLE_UNDERSTUDY	999999	1	REEL_DEDICATED_UNSTABLE_UNDERSTUDY	1	DANCERS_BRA	2	BLUNT_BLADE		
REEL_DEDICATED_DEEP_DRAGON	234000	90	SHARD_REEL_DEDICATED_DEEP_DRAGON						
REEL_DEDICATED_DEMON_TOTEM	234000	90	SHARD_REEL_DEDICATED_DEMON_TOTEM						
REEL_DEDICATED_NINJA_DWARF	234000	90	SHARD_REEL_DEDICATED_NINJA_DWARF						
REEL_DEDICATED_SNAP_DRAGON	234000	90	SHARD_REEL_DEDICATED_SNAP_DRAGON						
REEL_DEDICATED_UNSTABLE_UNDERSTUDY	234000	90	SHARD_REEL_DEDICATED_UNSTABLE_UNDERSTUDY						
MAGICAL_HATRACK	364,000	1	REEL_MAGICAL_HATRACK	1	TIGER_UNDERWEAR	1	SWORD_OF_DESPAIR	1	RING_OF_FIRE
